統一編號,name,address,公司狀態,money,lat,log
7663290,力麗企業股份有限公司,臺北市中山區松江路162號11樓,1,,,
16441480,華旭投資股份有限公司,臺北市北投區光明路167號7樓之2,1,,,
14053007,潤泰全球股份有限公司,臺北市中山區八德路2段308號13樓之1,1,,,
84894989,台北大眾捷運股份有限公司,臺北市中山區民安里15鄰中山北路2段48巷7號1、2、4、5、6、7樓,1,,,
16434734,華毓投資股份有限公司,臺北市北投區光明路167號7樓之2,1,,,
4212250,國喬石油化學股份有限公司,高雄市大社區興工路4號,1,,,
33955322,力鵬企業股份有限公司,臺北市中山區松江路162號6樓,1,,,
11996904,聯華實業股份有限公司,臺北市大同區承德路1段44號6樓,1,,,
23535744,國票綜合證券股份有限公司,臺北市大同區至聖里重慶北路3段199號地下1樓,1,,,
97160544,漢翔航空工業股份有限公司,臺中市西屯區西平里24鄰漢翔路1號,1,,,
54368658,日煙國際製造股份有限公司,臺北市信義區松仁路32號7樓,1,,,
12373243,日勝生活科技股份有限公司,臺北市大同區市民大道1段209號14樓,1,,,
16130042,南茂科技股份有限公司,新竹科學工業園區新竹縣研發一路1號,1,,,
14057995,東聯化學股份有限公司,臺北市松山區復興北路101號13樓,1,,,
23641822,鄉林建設事業股份有限公司,臺中市西區忠明里臺灣大道2段408號1樓,1,,,
24004006,三陽工業股份有限公司,新竹縣湖口鄉鳳山村1鄰中華路3號,1,,,
22102473,佳格食品股份有限公司,臺北市大安區仁愛路3段136號5樓,1,,,
59619900,建大工業股份有限公司,彰化縣員林市中山路1段146號,1,,,
16694999,泛喬股份有限公司,高雄市大樹區學城路1段9號3樓,1,,,
16631762,榮民工程股份有限公司,臺北市中山區松江路207號9~13樓,1,,,
39054405,李長榮化學工業股份有限公司,高雄市小港區中林路3號,1,,,
25133560,頂安開發股份有限公司,臺北市信義區信義路5段7號84樓,1,,,
33688521,萬寶開發股份有限公司,臺北市大安區仁愛路4段296號24樓,1,,,
47067419,裕民航運股份有限公司,臺北市大安區敦化南路2段207號2樓,1,,,
22178368,微星科技股份有限公司,新北市中和區立德街69號,1,,,
96971313,中鋼鋁業股份有限公司,高雄市小港區東林路17號,1,,,
4673318,遠雄建設事業股份有限公司,臺北市信義區松高路1號29樓,1,,,
84929896,瑞軒科技股份有限公司,新北市中和區連城路268號17樓,1,,,
11520909,南港輪胎股份有限公司,臺北市大安區仁愛路3段136號6樓608室,1,,,
22318348,大成不銹鋼工業股份有限公司,臺南市仁德區新田二街125號,1,,,
21257316,太平洋崇光百貨股份有限公司,臺北市大安區忠孝東路4段45號地下1樓至地下3樓、1樓至13樓,1,,,
3553737,台橡股份有限公司,高雄市大社區興工路2號,1,,,
28993629,欣陸投資控股股份有限公司,臺北市大安區敦化南路2段95號23樓,1,,,
16003518,宏達國際電子股份有限公司,桃園市桃園區興華路23號,1,,,
16831570,華泰商業銀行股份有限公司,臺北市中山區長安東路2段246號1樓、2樓、6樓、6樓之1、6樓之2,1,,,
3516001,台元紡織股份有限公司,臺北市大安區敦化南路2段2號8樓,1,,,
53677966,神達投資控股股份有限公司,臺北市南港區南港路一段209號B棟8樓,1,,,
22955774,華南永昌綜合證券股份有限公司,臺北市松山區民生東路4段54號4樓、4樓之2至4樓之12、5樓、7樓之3、7樓之9,1,,,
80329815,元大人壽保險股份有限公司,臺北市松山區民生東路3段156號17樓,1,,,
89004161,華泰電子股份有限公司,高雄市楠梓區楠梓加工出口區中三街九號,1,,,
70377128,太平洋流通投資股份有限公司,臺北市大安區仁愛路4段64號7樓,1,,,
86754604,日觀實業股份有限公司,新北市新店區北新路3段219號16樓,1,,,
16450993,理想大地股份有限公司,花蓮縣壽豐鄉共和村理想路1號,1,,,
23527104,台灣國際航電股份有限公司,新北市汐止區樟樹二路68號6樓,1,,,
12999083,益通光能科技股份有限公司,臺南市安南區本田路2段498號,1,,,
16082267,力成科技股份有限公司,新竹縣湖口鄉新竹工業區大同路10號,1,,,
12029805,寶祥實業建設股份有限公司,臺北市中山區新生北路3段1號3樓之6,1,,,
89406518,台塑勝高科技股份有限公司,雲林縣麥寮鄉中興村台塑工業園區1號之1,1,,,
11892801,嘉新水泥股份有限公司,臺北市中山區中山北路2段96號,1,,,
69905810,可成科技股份有限公司,臺南市永康區仁愛街398號,1,,,
7525207,台灣農林股份有限公司,臺北市南港區園區街3號15樓,1,,,
20817282,中鼎工程股份有限公司,臺北市士林區中山北路6段89號,1,,,
27989078,諧永投資股份有限公司,臺北市內湖區西康里內湖路1段66號8樓,1,,,
